titulo,descripcion,categoria,latitud,longitud,fecha
"Demoras en transporte en San Isidro, Buenos Aires","Usuarios informan (al mediodía) demoras y cancelaciones cerca de un parque/plaza. Se recomienda consultar estados oficiales y prever tiempos extra. Si tenés info actualizada, comentá para ayudar a otros.",Transporte,-34.48078,-58.547272,7/13/2025
"Incendio en Campana, Buenos Aires: bomberos trabajan en el lugar","Se reporta un incendio en un puente/viaducto. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-34.171163,-58.969671,10/3/2024
"Incendio en Avellaneda, Buenos Aires: bomberos trabajan en el lugar","Se reporta (esta tarde) un incendio en la zona céntrica. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-34.664701,-58.392879,2/1/2025
"Corte parcial por protesta en Tartagal, Salta","Vecinos informan una manifestación en un barrio residencial. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-22.50574,-63.775263,3/2/2025
"Choque en Formosa, Formosa: tránsito reducido",Testigos informan (en las últimas horas) un accidente de tránsito en un área industrial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-26.209497,-58.154024,5/1/2025
"Corte de luz en Jesús María, Córdoba: cuadrillas revisan la red","Se registran interrupciones del servicio eléctrico en la zona céntrica. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles. Si tenés info actualizada, comentá para ayudar a otros.",Corte de energía,-31.004553,-64.10025,8/8/2025
"Atención: aumento de consultas respiratorias en Rafaela, Santa Fe","Vecinos informan alta demanda en guardias en un área industrial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-31.241041,-61.503716,12/27/2024
"Alerta por robos en Campana, Buenos Aires: piden reforzar cuidados",Se reportan hechos de inseguridad en un corredor comercial. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911.,Robo,-34.190194,-58.944453,5/26/2025
"Corte de luz en San Isidro, Buenos Aires: cuadrillas revisan la red","Se registran (en las últimas horas) interrupciones del servicio eléctrico en un corredor comercial. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles. Si tenés info actualizada, comentá para ayudar a otros.",Corte de energía,-34.47818,-58.544684,12/4/2024
"Incendio forestal cerca de Comodoro Rivadavia, Chubut: humo visible",Se reporta un foco de incendio en vegetación sobre un acceso principal. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire.,Incendio forestal,-45.836745,-67.525065,9/19/2024
"Alerta por robos en San Isidro, Buenos Aires: piden reforzar cuidados","Se reportan hechos de inseguridad en inmediaciones de una escuela. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911. Si tenés info actualizada, comentá para ayudar a otros.",Robo,-34.469753,-58.527564,12/2/2025
"Derrame de combustible en Gualeguaychú, Entre Ríos: calzada resbaladiza",Se reporta un derrame de combustible en la zona céntrica. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-32.982526,-58.506611,6/21/2025
"Derrame de combustible en Jesús María, Córdoba: calzada resbaladiza","Se reporta un derrame de combustible en un corredor comercial. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia. Si tenés info actualizada, comentá para ayudar a otros.",Derrame,-30.977157,-64.07131,3/7/2025
"Atención: aumento de consultas respiratorias en Orán, Salta",Vecinos informan alta demanda en guardias en un área industrial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-23.126005,-64.308312,4/4/2024
"Tormenta con granizo en Junín, Buenos Aires: daños en vehículos",Vecinos reportan caída de granizo en un barrio residencial. Se registran daños menores y demoras. Se recomienda resguardarse y conducir a baja velocidad.,Granizo,-34.607169,-60.919629,12/7/2025
"Choque en Caucete, San Juan: tránsito reducido","Testigos informan un accidente de tránsito en un corredor comercial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-31.654107,-68.299714,7/5/2024
"Derrame de combustible en Concordia, Entre Ríos: calzada resbaladiza",Se reporta un derrame de combustible en un área industrial. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-31.420261,-58.026215,1/3/2024
"Choque en Ciudad Autónoma de Buenos Aires, CABA: tránsito reducido",Testigos informan un accidente de tránsito en la salida hacia la ruta. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-34.593614,-58.399801,5/24/2025
"Altas temperaturas en Oberá, Misiones: alertan por golpe de calor","Se reportan (al mediodía) temperaturas elevadas en un corredor comercial. Recomiendan hidratarse, evitar exposición al sol en horas pico y prestar atención a niños y adultos mayores. Protección Civil recomienda evitar actividad física al aire libre por la tarde. Si tenés info actualizada, comentá para ayudar a otros.",Ola de calor,-27.492334,-55.14171,6/9/2024
"Incendio en Concordia, Entre Ríos: bomberos trabajan en el lugar","Se reporta un incendio en un barrio residencial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-31.393374,-58.022849,3/16/2025
"Atención: aumento de consultas respiratorias en La Plata, Buenos Aires","Vecinos informan alta demanda en guardias en un área industrial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-34.930169,-57.974335,9/30/2024
"Incendio en Termas de Río Hondo, Santiago del Estero: bomberos trabajan en el lugar","Se reporta un incendio en un puente/viaducto. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-27.522327,-64.875797,2/9/2025
"Incendio en Orán, Salta: bomberos trabajan en el lugar","Se reporta (al mediodía) un incendio en un área industrial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-23.111651,-64.301817,11/18/2024
"Derrame de combustible en San Isidro, Buenos Aires: calzada resbaladiza","Se reporta un derrame de combustible en un área industrial. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia. Si tenés info actualizada, comentá para ayudar a otros.",Derrame,-34.442028,-58.554548,11/24/2025
"Nevada en San Carlos de Bariloche, Río Negro: rutas con baja adherencia","Se registran nevadas en inmediaciones de una escuela. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas. Si tenés info actualizada, comentá para ayudar a otros.",Nevada,-41.162154,-71.288207,3/30/2024
"Sismo percibido en Tartagal, Salta: sin daños reportados","Usuarios reportan un temblor cerca de una estación de servicio. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. Se recomienda revisar instalaciones de gas y electricidad. Si tenés info actualizada, comentá para ayudar a otros.",Sismo,-22.522638,-63.809524,12/9/2024
"Nevada en San Martín de los Andes, Neuquén: rutas con baja adherencia",Se registran nevadas en un barrio residencial. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas.,Nevada,-40.13312,-71.35017,1/31/2025
"Tormenta con granizo en Quilmes, Buenos Aires: daños en vehículos","Vecinos reportan caída de granizo sobre un acceso principal. Se registran daños menores y demoras. Se recomienda resguardarse y conducir a baja velocidad. Si tenés info actualizada, comentá para ayudar a otros. (esta mañana).",Granizo,-34.733715,-58.273346,5/12/2024
"Alerta por robos en Santa Rosa, La Pampa: piden reforzar cuidados",Se reportan hechos de inseguridad cerca de una estación de servicio. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911.,Robo,-36.602604,-64.306189,1/11/2025
"Corte parcial por protesta en San Francisco, Córdoba","Vecinos informan una manifestación en un área industrial. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-31.42761,-62.099064,4/8/2025
"Deslizamiento de ladera en Ushuaia, Tierra del Fuego: precaución en accesos",Se reporta un deslizamiento de tierra/rocas cerca de un parque/plaza. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso.,Deslizamiento,-54.817125,-68.296508,8/5/2024
"Incendio en Río Grande, Tierra del Fuego: bomberos trabajan en el lugar",Se reporta un incendio en un corredor comercial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-53.771111,-67.739277,8/4/2025
"Derrame de combustible en La Plata, Buenos Aires: calzada resbaladiza",Se reporta un derrame de combustible en un barrio residencial. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-34.937506,-57.973201,4/21/2024
"Atención: aumento de consultas respiratorias en Tilcara, Jujuy",Vecinos informan (esta tarde) alta demanda en guardias en un corredor comercial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-23.602824,-65.408486,2/12/2025
"Alerta por robos en San Francisco, Córdoba: piden reforzar cuidados",Se reportan (esta tarde) hechos de inseguridad cerca de una estación de servicio. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911.,Robo,-31.417123,-62.072883,12/25/2024
"Atención: aumento de consultas respiratorias en Bahía Blanca, Buenos Aires","Vecinos informan alta demanda en guardias cerca de un parque/plaza. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-38.728473,-62.26467,7/5/2024
"Demoras en transporte en Santa Rosa, La Pampa",Usuarios informan (esta mañana) demoras y cancelaciones sobre un acceso principal. Se recomienda consultar estados oficiales y prever tiempos extra.,Transporte,-36.613788,-64.294758,11/6/2024
"Alerta por robos en Tandil, Buenos Aires: piden reforzar cuidados",Se reportan hechos de inseguridad en inmediaciones de una escuela. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911.,Robo,-37.324927,-59.153041,5/24/2025
"Nevada en Río Gallegos, Santa Cruz: rutas con baja adherencia","Se registran (esta tarde) nevadas en un área industrial. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas. Si tenés info actualizada, comentá para ayudar a otros.",Nevada,-51.598936,-69.194293,8/22/2025
"Atención: aumento de consultas respiratorias en Comodoro Rivadavia, Chubut","Vecinos informan (esta tarde) alta demanda en guardias en un barrio residencial. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-45.849129,-67.521432,12/12/2025
"Incendio forestal cerca de San Carlos de Bariloche, Río Negro: humo visible","Se reporta un foco de incendio en vegetación en un corredor comercial. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire. Si tenés info actualizada, comentá para ayudar a otros.",Incendio forestal,-41.138061,-71.284487,12/9/2025
"Incendio en Río Grande, Tierra del Fuego: bomberos trabajan en el lugar","Se reporta un incendio sobre un acceso principal. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-53.761312,-67.733341,7/12/2024
"Ráfagas fuertes en Ushuaia, Tierra del Fuego: caída de ramas y carteles","Se reportan ráfagas intensas en un corredor comercial. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-54.81774,-68.317383,3/1/2024
"Sismo percibido en San Martín (Mza), Mendoza: sin daños reportados","Usuarios reportan un temblor en un barrio residencial. Por el momento no se informan daños. Mantener la calma y seguir recomendaciones de Defensa Civil. En la región suele registrarse actividad sísmica moderada. Si tenés info actualizada, comentá para ayudar a otros. (al mediodía).",Sismo,-33.069826,-68.470813,5/9/2025
"Alerta por robos en Ciudad Autónoma de Buenos Aires, CABA: piden reforzar cuidados","Se reportan hechos de inseguridad cerca de un parque/plaza. Vecinos solicitan mayor presencia policial. Evitar exhibir objetos de valor y denunciar al 911. Si tenés info actualizada, comentá para ayudar a otros.",Robo,-34.591817,-58.403596,5/25/2024
"Incendio forestal cerca de Puerto Madryn, Chubut: humo visible","Se reporta un foco de incendio en vegetación en un barrio residencial. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire. Si tenés info actualizada, comentá para ayudar a otros.",Incendio forestal,-42.789047,-65.028508,9/5/2025
"Corte de luz en San Luis, San Luis: cuadrillas revisan la red","Se registran interrupciones del servicio eléctrico en inmediaciones de una escuela. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles. Si tenés info actualizada, comentá para ayudar a otros.",Corte de energía,-33.329096,-66.314051,11/7/2024
"Corte parcial por protesta en Luján, Buenos Aires","Vecinos informan una manifestación en un barrio residencial. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-34.566149,-59.11773,7/24/2025
"Corte parcial por protesta en La Plata, Buenos Aires","Vecinos informan una manifestación cerca de un parque/plaza. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-34.892587,-57.950681,4/21/2024
"Derrame de combustible en Villa Mercedes, San Luis: calzada resbaladiza",Se reporta (esta tarde) un derrame de combustible sobre un acceso principal. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia.,Derrame,-33.650527,-65.44913,10/4/2025
"Incendio en Comodoro Rivadavia, Chubut: bomberos trabajan en el lugar",Se reporta (esta noche) un incendio cerca de una estación de servicio. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-45.843725,-67.508821,7/9/2024
"Incendio en Santiago del Estero, Santiago del Estero: bomberos trabajan en el lugar",Se reporta (al mediodía) un incendio en inmediaciones de una escuela. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-27.786262,-64.270125,8/23/2024
"Altas temperaturas en Belén, Catamarca: alertan por golpe de calor","Se reportan (en las últimas horas) temperaturas elevadas en inmediaciones de una escuela. Recomiendan hidratarse, evitar exposición al sol en horas pico y prestar atención a niños y adultos mayores. Protección Civil recomienda evitar actividad física al aire libre por la tarde. Si tenés info actualizada, comentá para ayudar a otros.",Ola de calor,-27.637833,-67.002735,2/16/2025
"Nevada en Neuquén, Neuquén: rutas con baja adherencia","Se registran (esta tarde) nevadas en la salida hacia la ruta. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas. Si tenés info actualizada, comentá para ayudar a otros.",Nevada,-38.945442,-68.05151,5/25/2024
"Choque en San Salvador de Jujuy, Jujuy: tránsito reducido",Testigos informan un accidente de tránsito cerca de un parque/plaza. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-24.157058,-65.27846,5/5/2025
"Incendio en Puerto Iguazú, Misiones: bomberos trabajan en el lugar",Se reporta un incendio en la zona céntrica. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-25.581885,-54.578073,10/17/2024
"Atención: aumento de consultas respiratorias en Río Grande, Tierra del Fuego",Vecinos informan (esta mañana) alta demanda en guardias en la salida hacia la ruta. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-53.777034,-67.691436,6/17/2024
"Corte parcial por protesta en Ciudad Autónoma de Buenos Aires, CABA",Vecinos informan una manifestación en un área industrial. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas.,Protesta,-34.60557,-58.379037,6/13/2025
"Choque en Malargüe, Mendoza: tránsito reducido",Testigos informan un accidente de tránsito en la salida hacia la ruta. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-35.456831,-69.610699,11/23/2025
"Demoras en transporte en San Isidro, Buenos Aires","Usuarios informan demoras y cancelaciones en un área industrial. Se recomienda consultar estados oficiales y prever tiempos extra. Si tenés info actualizada, comentá para ayudar a otros.",Transporte,-34.46141,-58.550389,12/17/2024
"Incendio forestal cerca de San Juan, San Juan: humo visible",Se reporta (en las últimas horas) un foco de incendio en vegetación cerca de un parque/plaza. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos.,Incendio forestal,-31.545179,-68.531554,3/2/2025
"Deslizamiento de ladera en Puerto Madryn, Chubut: precaución en accesos","Se reporta (al mediodía) un deslizamiento de tierra/rocas cerca de un parque/plaza. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso. Si tenés info actualizada, comentá para ayudar a otros.",Deslizamiento,-42.741088,-65.056331,4/24/2024
"Choque en Paraná, Entre Ríos: tránsito reducido",Testigos informan un accidente de tránsito en un corredor comercial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-31.760581,-60.520011,7/8/2025
"Deslizamiento de ladera en Río Grande, Tierra del Fuego: precaución en accesos","Se reporta un deslizamiento de tierra/rocas en un área industrial. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso. Si tenés info actualizada, comentá para ayudar a otros.",Deslizamiento,-53.812592,-67.714628,5/30/2025
"Demoras en transporte en Corrientes, Corrientes","Usuarios informan demoras y cancelaciones en un barrio residencial. Se recomienda consultar estados oficiales y prever tiempos extra. Si tenés info actualizada, comentá para ayudar a otros.",Transporte,-27.466542,-58.802522,7/15/2024
"Corte de luz en Santa Fe, Santa Fe: cuadrillas revisan la red",Se registran (al mediodía) interrupciones del servicio eléctrico en un puente/viaducto. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles.,Corte de energía,-31.660467,-60.727496,8/31/2025
"Calles anegadas en San Isidro, Buenos Aires tras lluvias intensas","Vecinos informan anegamientos y acumulación de agua cerca de una estación de servicio. Hay demoras en el tránsito y se solicita circular con precaución. Si tenés info actualizada, comentá para ayudar a otros.",Inundación,-34.46353,-58.506272,7/30/2025
"Altas temperaturas en Santiago del Estero, Santiago del Estero: alertan por golpe de calor","Se reportan temperaturas elevadas en un puente/viaducto. Recomiendan hidratarse, evitar exposición al sol en horas pico y prestar atención a niños y adultos mayores. Protección Civil recomienda evitar actividad física al aire libre por la tarde.",Ola de calor,-27.824401,-64.276163,9/2/2024
"Incendio forestal cerca de Cutral Có, Neuquén: humo visible","Se reporta un foco de incendio en vegetación cerca de un parque/plaza. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire. Si tenés info actualizada, comentá para ayudar a otros.",Incendio forestal,-38.962221,-69.22837,9/9/2025
"Incendio forestal cerca de Comodoro Rivadavia, Chubut: humo visible","Se reporta un foco de incendio en vegetación en un puente/viaducto. Brigadistas trabajan para contenerlo. No acercarse a la zona y reportar nuevos focos. El humo puede afectar la visibilidad y la calidad del aire. Si tenés info actualizada, comentá para ayudar a otros.",Incendio forestal,-45.84381,-67.491718,4/26/2024
"Incendio en San Clemente del Tuyú, Buenos Aires: bomberos trabajan en el lugar",Se reporta (en las últimas horas) un incendio en un barrio residencial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-36.331034,-56.700675,11/16/2025
"Deslizamiento de ladera en Río Gallegos, Santa Cruz: precaución en accesos",Se reporta (esta tarde) un deslizamiento de tierra/rocas en inmediaciones de una escuela. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso.,Deslizamiento,-51.593331,-69.21757,5/10/2025
"Calles anegadas en San Nicolás, Buenos Aires tras lluvias intensas",Vecinos informan anegamientos y acumulación de agua cerca de una estación de servicio. Hay demoras en el tránsito y se solicita circular con precaución.,Inundación,-33.328802,-60.189922,6/11/2024
"Ráfagas fuertes en Campana, Buenos Aires: caída de ramas y carteles","Se reportan ráfagas intensas en un área industrial. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-34.158904,-58.970525,5/14/2024
"Ráfagas fuertes en Tandil, Buenos Aires: caída de ramas y carteles",Se reportan ráfagas intensas cerca de una estación de servicio. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables.,Vientos fuertes,-37.338918,-59.138596,12/28/2024
"Deslizamiento de ladera en San Martín de los Andes, Neuquén: precaución en accesos","Se reporta (esta noche) un deslizamiento de tierra/rocas cerca de un parque/plaza. Puede haber calzada parcial o totalmente obstruida. Evitar transitar la zona hasta nuevo aviso. Si tenés info actualizada, comentá para ayudar a otros.",Deslizamiento,-40.135323,-71.34688,10/8/2025
"Derrame de combustible en Santa Rosa, La Pampa: calzada resbaladiza","Se reporta un derrame de combustible en inmediaciones de una escuela. Personal trabaja en la limpieza. Circular con extrema precaución y mantener distancia. Si tenés info actualizada, comentá para ayudar a otros.",Derrame,-36.62889,-64.286188,8/21/2025
"Calles anegadas en Clorinda, Formosa tras lluvias intensas",Vecinos informan anegamientos y acumulación de agua sobre un acceso principal. Hay demoras en el tránsito y se solicita circular con precaución. Algunos desagües se vieron superados por la intensidad de la lluvia.,Inundación,-25.280923,-57.726225,10/15/2024
"Corte parcial por protesta en San Miguel de Tucumán, Tucumán","Vecinos informan una manifestación en un barrio residencial. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-26.793928,-65.217066,10/12/2025
"Corte parcial por protesta en Belén, Catamarca","Vecinos informan una manifestación en la salida hacia la ruta. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-27.645695,-67.00498,5/8/2025
"Ráfagas fuertes en Comodoro Rivadavia, Chubut: caída de ramas y carteles","Se reportan (esta noche) ráfagas intensas en un puente/viaducto. Hay ramas caídas y reducción de visibilidad en algunos tramos. Evitar circular bajo árboles y estructuras inestables. Si tenés info actualizada, comentá para ayudar a otros.",Vientos fuertes,-45.869801,-67.502836,11/5/2024
"Choque en Villa Carlos Paz, Córdoba: tránsito reducido",Testigos informan (en las últimas horas) un accidente de tránsito en inmediaciones de una escuela. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-31.419924,-64.471554,12/14/2024
"Incendio en Termas de Río Hondo, Santiago del Estero: bomberos trabajan en el lugar","Se reporta un incendio en un área industrial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-27.464252,-64.867581,12/7/2025
"Corte de luz en San Clemente del Tuyú, Buenos Aires: cuadrillas revisan la red","Se registran (esta mañana) interrupciones del servicio eléctrico cerca de una estación de servicio. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles. Si tenés info actualizada, comentá para ayudar a otros.",Corte de energía,-36.34139,-56.715513,8/30/2024
"Incendio en Neuquén, Neuquén: bomberos trabajan en el lugar","Se reporta un incendio en la salida hacia la ruta. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-38.964642,-68.058985,4/11/2024
"Choque en Córdoba, Córdoba: tránsito reducido","Testigos informan (en las últimas horas) un accidente de tránsito en un área industrial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-31.42963,-64.2106,7/11/2024
"Atención: aumento de consultas respiratorias en La Plata, Buenos Aires",Vecinos informan (esta tarde) alta demanda en guardias en un puente/viaducto. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes.,Salud,-34.899336,-57.982875,5/12/2025
"Choque en San Rafael, Mendoza: tránsito reducido",Testigos informan un accidente de tránsito en la zona céntrica. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar.,Accidente vial,-34.642468,-68.323332,5/21/2025
"Nevada en Río Gallegos, Santa Cruz: rutas con baja adherencia","Se registran (esta tarde) nevadas en la zona céntrica. Puede haber hielo en calzada y reducción de visibilidad. Portar cadenas y consultar el estado de rutas antes de viajar. Se aconseja manejar con cadenas y luces bajas. Si tenés info actualizada, comentá para ayudar a otros.",Nevada,-51.649639,-69.209962,12/3/2024
"Calles anegadas en Mar del Plata, Buenos Aires tras lluvias intensas","Vecinos informan anegamientos y acumulación de agua sobre un acceso principal. Hay demoras en el tránsito y se solicita circular con precaución. Si tenés info actualizada, comentá para ayudar a otros.",Inundación,-38.030108,-57.523759,3/9/2025
"Corte de luz en Clorinda, Formosa: cuadrillas revisan la red",Se registran (en las últimas horas) interrupciones del servicio eléctrico en un área industrial. La empresa distribuidora indicó tareas de reparación. Se sugiere desconectar artefactos sensibles.,Corte de energía,-25.30353,-57.705314,2/2/2024
"Corte parcial por protesta en Belén, Catamarca",Vecinos informan una manifestación cerca de un parque/plaza. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas.,Protesta,-27.654222,-67.041564,9/15/2024
"Incendio en Necochea, Buenos Aires: bomberos trabajan en el lugar","Se reporta un incendio en un puente/viaducto. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-38.550949,-58.707255,1/29/2024
"Incendio en Posadas, Misiones: bomberos trabajan en el lugar","Se reporta un incendio en un corredor comercial. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo. Si tenés info actualizada, comentá para ayudar a otros.",Incendio,-27.381191,-55.873615,1/9/2025
"Atención: aumento de consultas respiratorias en San Fernando del Valle de Catamarca, Catamarca","Vecinos informan alta demanda en guardias cerca de una estación de servicio. Se recomienda uso de barbijo en centros de salud si hay síntomas y ventilar ambientes. Si tenés info actualizada, comentá para ayudar a otros.",Salud,-28.457022,-65.788707,5/25/2025
"Corte parcial por protesta en Zárate, Buenos Aires","Vecinos informan una manifestación sobre un acceso principal. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas. Si tenés info actualizada, comentá para ayudar a otros.",Protesta,-34.125032,-59.014597,3/8/2024
"Incendio en San Martín (Mza), Mendoza: bomberos trabajan en el lugar",Se reporta un incendio sobre un acceso principal. Bomberos y Defensa Civil acudieron al lugar. Se recomienda evitar la zona y no inhalar humo.,Incendio,-33.055852,-68.443303,10/4/2025
"Choque en Bahía Blanca, Buenos Aires: tránsito reducido","Testigos informan un accidente de tránsito en la zona céntrica. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-38.735717,-62.290208,3/11/2025
"Corte parcial por protesta en San Isidro, Buenos Aires",Vecinos informan una manifestación sobre un acceso principal. Hay cortes parciales/total de calzada y demoras. Se recomienda usar vías alternativas.,Protesta,-34.472158,-58.502567,9/30/2024
"Choque en San Isidro, Buenos Aires: tránsito reducido","Testigos informan un accidente de tránsito en un barrio residencial. Se recomienda tomar desvíos y respetar indicaciones del personal en el lugar. Si tenés info actualizada, comentá para ayudar a otros.",Accidente vial,-34.447342,-58.548904,11/30/2025
